bengen/baliscore,bengen/mafft,balibase,BB11001_RV11,0.759,0.670
bengen/qscore,bengen/mafft,balibase,BB11001_RV11,0.716,0.58,0.756,0.786
bengen/baliscore,bengen/clustalo,balibase,BB11001_RV11,0.901,0.800
bengen/qscore,bengen/clustalo,balibase,BB11001_RV11,0.907,0.83,0.921,0.907

